timestamp,rater,mode,clip_id,path,reverb,valence_grade,use_grade,arousal,arousal_body,preference,note
2026-07-25T16:28:45,R03,clips,vtrans_031,texture_pool/vtrans_031.wav,dry,green,yes,1.6163,1.6163,,
2026-07-25T16:28:55,R03,clips,vtrans_028,texture_pool/vtrans_028.wav,brutalism,red,yes,1.1988,0.9558,,
2026-07-25T16:29:10,R03,clips,vtrans_031,texture_pool/vtrans_031.wav,long_dark,red,yes,1.1564,1.3005,,
2026-07-25T16:29:23,R03,clips,vtrans_031,texture_pool/vtrans_031.wav,brutalism,neutral,yes,1.098,1.1907,,
2026-07-25T16:29:32,R03,clips,vwander_001,texture_pool/vwander_001.wav,brutalism,green,yes,0.5812,0.2874,,
2026-07-25T16:29:47,R03,clips,vwander_049,texture_pool/vwander_049.wav,long_dark,neutral,yes,0.7727,0.1967,,
2026-07-25T16:30:09,R03,clips,vtrans_019,texture_pool/vtrans_019.wav,long_dark,neutral,maybe,0.5921,0.6938,,confusing
2026-07-25T16:30:21,R03,clips,vwander_059,texture_pool/vwander_059.wav,long_dark,green,yes,0.2409,0.0999,,
2026-07-25T16:31:00,R03,clips,vtrans_013,texture_pool/vtrans_013.wav,long_bright,green,yes,0.8961,1.1514,,got a bit busy in the middle
2026-07-25T16:31:23,R03,clips,vtrans_022,texture_pool/vtrans_022.wav,long_bright,neutral,maybe,0.4952,0.841,,got really busy in the middle
2026-07-25T16:31:33,R03,clips,vwander_020,texture_pool/vwander_020.wav,dry,neutral,yes,-0.7752,-0.7752,,
2026-07-25T16:31:43,R03,clips,vwander_034,texture_pool/vwander_034.wav,stairwell,green,yes,1.3335,1.3917,,
2026-07-25T16:32:10,R03,clips,vtrans_028,texture_pool/vtrans_028.wav,stairwell,neutral,maybe,0.9727,0.8593,,same got busy in the middle and a bit metalic
2026-07-25T16:32:21,R03,clips,vtrans_028,texture_pool/vtrans_028.wav,nature,green,yes,1.4452,1.282,,
2026-07-25T16:32:31,R03,clips,vwander_034,texture_pool/vwander_034.wav,dry,green,yes,1.1049,1.1049,,
2026-07-25T16:32:51,R03,clips,vtrans_013,texture_pool/vtrans_013.wav,dry,neutral,maybe,1.5042,1.5042,,too rich
2026-07-25T16:33:05,R03,clips,vwander_020,texture_pool/vwander_020.wav,stairwell,green,yes,-0.303,-0.4738,,
2026-07-25T16:33:18,R03,clips,vtrans_028,texture_pool/vtrans_028.wav,dry,neutral,yes,1.1363,1.1363,,
2026-07-25T16:33:40,R03,clips,vwander_049,texture_pool/vwander_049.wav,dry,neutral,yes,1.1281,1.1281,,too reverby towartds the end
2026-07-25T16:33:54,R03,clips,vwander_020,texture_pool/vwander_020.wav,long_bright,green,yes,-0.57,-0.6906,,
2026-07-25T16:34:09,R03,clips,vtrans_013,texture_pool/vtrans_013.wav,brutalism,green,yes,1.3867,1.3512,,
2026-07-25T16:34:19,R03,clips,vwander_034,texture_pool/vwander_034.wav,nature,neutral,yes,1.1042,0.9325,,
2026-07-25T16:34:40,R03,clips,vtrans_031,texture_pool/vtrans_031.wav,stairwell,green,yes,1.3342,1.1566,,maybe a bit too thick in the middle
2026-07-25T16:34:52,R03,clips,vwander_026,texture_pool/vwander_026.wav,long_bright,green,yes,0.3072,0.3181,,
2026-07-25T16:35:03,R03,clips,vwander_026,texture_pool/vwander_026.wav,brutalism,green,yes,0.7047,0.6095,,
2026-07-25T16:35:13,R03,clips,vwander_001,texture_pool/vwander_001.wav,dry,green,yes,1.0543,1.0543,,
2026-07-25T16:35:29,R03,clips,vwander_001,texture_pool/vwander_001.wav,long_dark,green,yes,1.1086,0.812,,
2026-07-25T16:35:40,R03,clips,vtrans_019,texture_pool/vtrans_019.wav,stairwell,neutral,yes,1.2877,1.3302,,
2026-07-25T16:35:52,R03,clips,vwander_026,texture_pool/vwander_026.wav,nature,green,yes,0.3471,0.156,,
2026-07-25T16:36:02,R03,clips,vtrans_002,texture_pool/vtrans_002.wav,brutalism,neutral,yes,1.8094,1.8307,,
2026-07-25T16:36:12,R03,clips,vtrans_013,texture_pool/vtrans_013.wav,nature,neutral,maybe,1.6442,1.4552,,
2026-07-25T16:36:25,R03,clips,vwander_059,texture_pool/vwander_059.wav,long_bright,neutral,yes,0.2762,0.2674,,
2026-07-25T16:36:50,R03,clips,vtrans_019,texture_pool/vtrans_019.wav,brutalism,green,yes,1.3693,1.2042,,
2026-07-25T16:37:02,R03,clips,vwander_049,texture_pool/vwander_049.wav,stairwell,green,yes,0.9909,0.9293,,
2026-07-25T16:37:17,R03,clips,vwander_034,texture_pool/vwander_034.wav,brutalism,green,yes,1.1906,1.1411,,
2026-07-25T16:37:30,R03,clips,vwander_001,texture_pool/vwander_001.wav,long_bright,neutral,yes,1.0701,0.6393,,
2026-07-25T16:37:43,R03,clips,vwander_026,texture_pool/vwander_026.wav,stairwell,green,yes,1.1252,1.1959,,
2026-07-25T16:37:52,R03,clips,vtrans_002,texture_pool/vtrans_002.wav,nature,green,yes,1.7128,1.6937,,
2026-07-25T16:38:01,R03,clips,vwander_001,texture_pool/vwander_001.wav,nature,red,yes,1.3474,1.172,,
2026-07-25T16:38:12,R03,clips,vwander_034,texture_pool/vwander_034.wav,long_bright,green,yes,1.1144,0.9875,,
2026-07-25T16:38:21,R03,clips,vwander_026,texture_pool/vwander_026.wav,dry,neutral,maybe,0.7466,0.7466,,
2026-07-25T16:38:34,R03,clips,vtrans_019,texture_pool/vtrans_019.wav,nature,neutral,yes,1.5381,1.3597,,
2026-07-25T16:38:53,R03,clips,vtrans_019,texture_pool/vtrans_019.wav,dry,neutral,yes,1.322,1.322,,
2026-07-25T16:39:06,R03,clips,vwander_049,texture_pool/vwander_049.wav,nature,neutral,yes,1.3027,1.1217,,
2026-07-25T16:39:16,R03,clips,vwander_001,texture_pool/vwander_001.wav,stairwell,green,yes,1.393,1.1621,,
2026-07-25T16:39:40,R03,clips,vtrans_022,texture_pool/vtrans_022.wav,long_dark,neutral,no,0.6155,0.9471,,"too meesy in the ,iddle. too thick and too much going on"
2026-07-25T16:39:52,R03,clips,vtrans_022,texture_pool/vtrans_022.wav,dry,green,yes,1.4414,1.4414,,
2026-07-25T16:40:08,R03,clips,vtrans_013,texture_pool/vtrans_013.wav,long_dark,green,maybe,1.0199,1.2526,,
2026-07-25T16:40:22,R03,clips,vwander_034,texture_pool/vwander_034.wav,long_dark,neutral,yes,1.1285,0.9211,,
2026-07-25T16:40:31,R03,clips,vtrans_022,texture_pool/vtrans_022.wav,brutalism,neutral,no,1.1576,1.0567,,
2026-07-25T16:40:43,R03,clips,vtrans_002,texture_pool/vtrans_002.wav,stairwell,red,yes,1.5279,1.7921,,
2026-07-25T17:10:34,R03,soundscapes,r_0human214147_1661766-hq,human/r_0human214147_1661766-hq.wav,long_dark,red,no,0.0218,0.1509,,
2026-07-25T17:10:40,R03,soundscapes,r_0human166175_1773681-hq,human/r_0human166175_1773681-hq.wav,brutalism,neutral,yes,0.2372,0.0613,,
2026-07-25T17:10:52,R03,soundscapes,r_0human106568_7037-hq,human/r_0human106568_7037-hq.wav,long_dark,neutral,maybe,0.3877,0.3548,,
2026-07-25T17:11:02,R03,soundscapes,r_0indicator13712_37876-hq,indicator/r_0indicator13712_37876-hq.wav,long_dark,neutral,maybe,0.1822,0.2079,,
2026-07-25T17:11:11,R03,soundscapes,r_0human118096_29541-hq,human/r_0human118096_29541-hq.wav,long_bright,green,yes,-0.2574,-0.0081,,
2026-07-25T17:11:18,R03,soundscapes,r_0indicator36047_8043-hq,indicator/r_0indicator36047_8043-hq.wav,long_bright,green,yes,0.2419,0.3509,,
2026-07-25T17:11:24,R03,soundscapes,r_0indicator143963_18799-hq,indicator/r_0indicator143963_18799-hq.wav,stairwell,green,yes,0.7645,0.7647,,
2026-07-25T17:11:32,R03,soundscapes,r_0human214147_1661766-hq,human/r_0human214147_1661766-hq.wav,dry,red,no,0.5086,0.5086,,
2026-07-25T17:11:38,R03,soundscapes,r_0human113598_1015240-hq,human/r_0human113598_1015240-hq.wav,brutalism,green,yes,0.4397,0.3298,,
2026-07-25T17:11:43,R03,soundscapes,r_0indicator114474_1962040-hq,indicator/r_0indicator114474_1962040-hq.wav,stairwell,neutral,maybe,0.6028,0.421,,
2026-07-25T17:11:51,R03,soundscapes,r_0indicator114474_1962040-hq,indicator/r_0indicator114474_1962040-hq.wav,nature,red,yes,0.635,0.512,,
2026-07-25T17:11:59,R03,soundscapes,r_0indicator114474_1962040-hq,indicator/r_0indicator114474_1962040-hq.wav,brutalism,neutral,yes,0.7105,0.4765,,
2026-07-25T17:12:08,R03,soundscapes,r_0human106568_7037-hq,human/r_0human106568_7037-hq.wav,long_bright,green,yes,0.3817,0.3699,,
2026-07-25T17:12:15,R03,soundscapes,r_0indicator36047_8043-hq,indicator/r_0indicator36047_8043-hq.wav,nature,neutral,yes,1.0108,0.793,,
2026-07-25T17:12:21,R03,soundscapes,r_0indicator143963_18799-hq,indicator/r_0indicator143963_18799-hq.wav,nature,neutral,yes,1.026,0.8516,,
2026-07-25T17:12:30,R03,soundscapes,r_0human214147_1661766-hq,human/r_0human214147_1661766-hq.wav,long_bright,neutral,no,0.1765,0.4242,,
2026-07-25T17:12:37,R03,soundscapes,r_0human179928_3223507-hq,human/r_0human179928_3223507-hq.wav,stairwell,neutral,yes,0.5112,0.2942,,
2026-07-25T17:12:46,R03,soundscapes,r_0indicator114474_1962040-hq,indicator/r_0indicator114474_1962040-hq.wav,dry,red,yes,0.5153,0.5153,,
2026-07-25T17:12:53,R03,soundscapes,r_0human166175_1773681-hq,human/r_0human166175_1773681-hq.wav,nature,neutral,maybe,0.7722,0.493,,
2026-07-25T17:12:58,R03,soundscapes,r_0human166175_1773681-hq,human/r_0human166175_1773681-hq.wav,long_dark,neutral,yes,0.1725,0.2636,,
2026-07-25T17:13:04,R03,soundscapes,r_0human113598_1015240-hq,human/r_0human113598_1015240-hq.wav,long_bright,green,maybe,0.6327,0.6026,,
2026-07-25T17:13:09,R03,soundscapes,r_0indicator36047_8043-hq,indicator/r_0indicator36047_8043-hq.wav,dry,green,yes,0.4715,0.4715,,
2026-07-25T17:13:15,R03,soundscapes,r_0human106568_7037-hq,human/r_0human106568_7037-hq.wav,brutalism,green,yes,0.3975,0.3419,,
2026-07-25T17:13:24,R03,soundscapes,r_0indicator36047_8043-hq,indicator/r_0indicator36047_8043-hq.wav,long_dark,neutral,maybe,0.0466,0.2208,,
2026-07-25T17:13:32,R03,soundscapes,r_0indicator36047_8043-hq,indicator/r_0indicator36047_8043-hq.wav,brutalism,neutral,yes,0.0297,0.0802,,
2026-07-25T17:13:42,R03,soundscapes,r_0indicator19369_8043-hq,indicator/r_0indicator19369_8043-hq.wav,brutalism,neutral,maybe,0.0074,-0.1511,,
2026-07-25T17:13:49,R03,soundscapes,r_0human113598_1015240-hq,human/r_0human113598_1015240-hq.wav,long_dark,green,no,0.2214,0.2584,,
2026-07-25T17:13:58,R03,soundscapes,r_0human118096_29541-hq,human/r_0human118096_29541-hq.wav,long_dark,neutral,yes,-0.233,-0.0347,,
2026-07-25T17:14:07,R03,soundscapes,r_0indicator114474_1962040-hq,indicator/r_0indicator114474_1962040-hq.wav,long_dark,red,maybe,0.2041,0.1381,,
2026-07-25T17:14:20,R03,soundscapes,r_0human179928_3223507-hq,human/r_0human179928_3223507-hq.wav,long_bright,neutral,yes,0.7958,0.5042,,
2026-07-25T17:14:30,R03,soundscapes,r_0indicator143963_18799-hq,indicator/r_0indicator143963_18799-hq.wav,long_bright,red,yes,0.572,0.4822,,
2026-07-25T17:14:47,R03,soundscapes,r_0human166175_1773681-hq,human/r_0human166175_1773681-hq.wav,dry,neutral,maybe,0.3457,0.3457,,
2026-07-25T17:14:58,R03,soundscapes,r_0human50865_118241-hq,human/r_0human50865_118241-hq.wav,stairwell,neutral,yes,0.3677,0.0676,,
2026-07-25T17:16:45,R03,soundscapes,r_0human106568_7037-hq,human/r_0human106568_7037-hq.wav,stairwell,green,maybe,0.3752,0.3948,,
2026-07-25T17:16:50,R03,soundscapes,r_0human106568_7037-hq,human/r_0human106568_7037-hq.wav,nature,green,maybe,0.5591,0.4115,,
2026-07-25T17:16:57,R03,soundscapes,r_0human50865_118241-hq,human/r_0human50865_118241-hq.wav,dry,neutral,yes,0.3744,0.3744,,
2026-07-25T17:17:04,R03,soundscapes,r_0human179928_3223507-hq,human/r_0human179928_3223507-hq.wav,dry,neutral,yes,0.2612,0.2612,,
2026-07-25T17:17:15,R03,soundscapes,r_0human166175_1773681-hq,human/r_0human166175_1773681-hq.wav,stairwell,neutral,yes,0.2942,0.1449,,
2026-07-25T17:17:24,R03,soundscapes,r_0human106568_7037-hq,human/r_0human106568_7037-hq.wav,dry,green,yes,0.5036,0.5036,,
2026-07-25T17:17:31,R03,soundscapes,r_0human113598_1015240-hq,human/r_0human113598_1015240-hq.wav,dry,green,yes,0.5241,0.5241,,
2026-07-25T17:17:46,R03,soundscapes,r_0human166175_1773681-hq,human/r_0human166175_1773681-hq.wav,long_bright,neutral,yes,0.2916,0.3684,,
2026-07-25T17:17:54,R03,soundscapes,r_0human179928_3223507-hq,human/r_0human179928_3223507-hq.wav,brutalism,red,yes,0.4223,0.0995,,
2026-07-25T17:18:02,R03,soundscapes,r_0human50865_118241-hq,human/r_0human50865_118241-hq.wav,nature,neutral,yes,0.5122,0.3724,,
2026-07-25T17:18:46,R03,soundscapes,r_0indicator36047_8043-hq,indicator/r_0indicator36047_8043-hq.wav,stairwell,neutral,yes,0.3758,0.3746,,
2026-07-25T17:18:53,R03,soundscapes,r_0indicator13712_37876-hq,indicator/r_0indicator13712_37876-hq.wav,long_bright,red,yes,0.4202,0.5124,,
2026-07-25T17:19:00,R03,soundscapes,r_0indicator13712_37876-hq,indicator/r_0indicator13712_37876-hq.wav,brutalism,red,yes,0.6416,0.8268,,
2026-07-25T17:19:07,R03,soundscapes,r_0indicator19369_8043-hq,indicator/r_0indicator19369_8043-hq.wav,dry,green,yes,0.1497,0.1497,,
2026-07-25T17:19:12,R03,soundscapes,r_0indicator19369_8043-hq,indicator/r_0indicator19369_8043-hq.wav,long_dark,green,yes,0.1082,-0.014,,
2026-07-25T17:19:19,R03,soundscapes,r_0human118096_29541-hq,human/r_0human118096_29541-hq.wav,stairwell,neutral,yes,0.2694,0.2751,,
2026-07-25T17:19:24,R03,soundscapes,r_0indicator13712_37876-hq,indicator/r_0indicator13712_37876-hq.wav,nature,neutral,yes,0.6226,0.5459,,
2026-07-25T17:19:31,R03,soundscapes,r_0human214147_1661766-hq,human/r_0human214147_1661766-hq.wav,brutalism,red,maybe,0.1288,0.1746,,
2026-07-25T17:19:39,R03,soundscapes,r_0human179928_3223507-hq,human/r_0human179928_3223507-hq.wav,nature,neutral,yes,0.3625,0.0845,,
2026-07-25T17:19:44,R03,soundscapes,r_0indicator114474_1962040-hq,indicator/r_0indicator114474_1962040-hq.wav,long_bright,red,maybe,0.4005,0.2923,,
2026-07-25T17:19:50,R03,soundscapes,r_0human118096_29541-hq,human/r_0human118096_29541-hq.wav,brutalism,green,yes,0.3837,0.155,,
2026-07-25T17:19:56,R03,soundscapes,r_0human113598_1015240-hq,human/r_0human113598_1015240-hq.wav,stairwell,green,no,0.2844,0.2968,,
2026-07-25T17:20:00,R03,soundscapes,r_0human50865_118241-hq,human/r_0human50865_118241-hq.wav,brutalism,neutral,yes,0.2003,-0.0014,,
2026-07-25T17:20:06,R03,soundscapes,r_0indicator19369_8043-hq,indicator/r_0indicator19369_8043-hq.wav,long_bright,green,yes,0.0582,-0.0236,,
2026-07-25T17:20:13,R03,soundscapes,r_0indicator13712_37876-hq,indicator/r_0indicator13712_37876-hq.wav,stairwell,red,yes,0.2588,0.7535,,
2026-07-25T17:20:16,R03,soundscapes,r_0human214147_1661766-hq,human/r_0human214147_1661766-hq.wav,nature,red,no,0.6723,0.543,,
2026-07-25T17:20:22,R03,soundscapes,r_0indicator19369_8043-hq,indicator/r_0indicator19369_8043-hq.wav,nature,neutral,yes,0.5393,0.32,,
2026-07-25T17:20:25,R03,soundscapes,r_0human50865_118241-hq,human/r_0human50865_118241-hq.wav,long_bright,neutral,yes,0.2212,0.1642,,
2026-07-25T17:20:29,R03,soundscapes,r_0indicator13712_37876-hq,indicator/r_0indicator13712_37876-hq.wav,dry,neutral,yes,0.5114,0.5114,,
2026-07-25T17:20:34,R03,soundscapes,r_0human118096_29541-hq,human/r_0human118096_29541-hq.wav,nature,neutral,yes,0.4521,0.3834,,
2026-07-25T17:20:38,R03,soundscapes,r_0human118096_29541-hq,human/r_0human118096_29541-hq.wav,dry,neutral,yes,0.2659,0.2659,,
2026-07-25T17:20:44,R03,soundscapes,r_0human113598_1015240-hq,human/r_0human113598_1015240-hq.wav,nature,green,maybe,0.9535,0.7849,,
2026-07-25T17:20:52,R03,soundscapes,r_0indicator19369_8043-hq,indicator/r_0indicator19369_8043-hq.wav,stairwell,green,yes,0.2258,0.0039,,
2026-07-25T17:21:00,R03,soundscapes,r_0indicator143963_18799-hq,indicator/r_0indicator143963_18799-hq.wav,long_dark,neutral,yes,0.2609,0.4669,,
2026-07-25T17:21:11,R03,soundscapes,r_0indicator143963_18799-hq,indicator/r_0indicator143963_18799-hq.wav,dry,red,yes,0.7223,0.7223,,
2026-07-25T17:21:15,R03,soundscapes,r_0human179928_3223507-hq,human/r_0human179928_3223507-hq.wav,long_dark,red,yes,0.5918,0.2416,,
2026-07-25T17:21:20,R03,soundscapes,r_0human50865_118241-hq,human/r_0human50865_118241-hq.wav,long_dark,red,yes,0.2434,0.0084,,
2026-07-25T17:21:24,R03,soundscapes,r_0indicator143963_18799-hq,indicator/r_0indicator143963_18799-hq.wav,brutalism,red,yes,0.6569,0.5142,,
2026-07-25T17:21:28,R03,soundscapes,r_0human214147_1661766-hq,human/r_0human214147_1661766-hq.wav,stairwell,red,no,0.1187,0.4037,,
2026-07-25T17:31:00,R03,soundscapes,r_0quiet127242_116752-hq,quiet/r_0quiet127242_116752-hq.wav,long_dark,red,yes,-0.1795,-1.0646,,
2026-07-25T17:31:48,R03,soundscapes,r_0nature129336_2355772-hq,nature/r_0nature129336_2355772-hq.wav,long_bright,green,maybe,0.0544,-0.0812,,
2026-07-25T17:32:13,R03,soundscapes,r_0quiet319150_1648170-hq,quiet/r_0quiet319150_1648170-hq.wav,long_bright,green,maybe,-0.3093,-0.6131,,t
2026-07-25T17:32:45,R03,soundscapes,r_0nature15542_2-hq,nature/r_0nature15542_2-hq.wav,dry,red,yes,-0.1147,-0.1147,,
2026-07-25T17:32:54,R03,soundscapes,r_0mechanical134922_2461495-hq,mechanical/r_0mechanical134922_2461495-hq.wav,long_bright,red,no,0.3324,0.4534,,
2026-07-25T17:33:09,R03,soundscapes,r_0mechanical134922_2461495-hq,mechanical/r_0mechanical134922_2461495-hq.wav,dry,red,no,0.5987,0.5987,,this is already really busy - no need for reverb
2026-07-25T17:33:20,R03,soundscapes,r_0nature17535_17129-hq,nature/r_0nature17535_17129-hq.wav,long_bright,neutral,yes,-0.3813,-0.5319,,
2026-07-25T17:45:15,R03,soundscapes,r_0mechanical120385_288-hq,mechanical/r_0mechanical120385_288-hq.wav,long_bright,red,maybe,-0.1719,-0.496,,
2026-07-25T17:45:23,R03,soundscapes,r_0quiet319150_1648170-hq,quiet/r_0quiet319150_1648170-hq.wav,brutalism,green,yes,0.0771,-0.1667,,
2026-07-25T17:45:31,R03,soundscapes,r_0nature129336_2355772-hq,nature/r_0nature129336_2355772-hq.wav,nature,green,yes,0.6033,0.4821,,
2026-07-25T17:45:41,R03,soundscapes,r_0mechanical237743_691206-hq,mechanical/r_0mechanical237743_691206-hq.wav,brutalism,red,yes,0.2474,0.0933,,
2026-07-25T17:45:48,R03,soundscapes,r_0mechanical134922_2461495-hq,mechanical/r_0mechanical134922_2461495-hq.wav,stairwell,red,no,0.4593,0.3686,,
2026-07-25T17:45:56,R03,soundscapes,r_0mechanical165696_354987-hq,mechanical/r_0mechanical165696_354987-hq.wav,stairwell,red,yes,0.8447,0.662,,
2026-07-25T17:46:08,R03,soundscapes,r_0nature17535_17129-hq,nature/r_0nature17535_17129-hq.wav,stairwell,green,yes,-0.127,-0.3693,,
2026-07-25T17:46:14,R03,soundscapes,r_0quiet106869_1635617-hq,quiet/r_0quiet106869_1635617-hq.wav,dry,red,yes,-0.4053,-0.4053,,
2026-07-25T17:46:59,R03,soundscapes,r_0nature118777_1708550-hq,nature/r_0nature118777_1708550-hq.wav,dry,green,yes,-0.4892,-0.4892,,
2026-07-25T17:47:07,R03,soundscapes,r_0quiet127242_116752-hq,quiet/r_0quiet127242_116752-hq.wav,dry,red,yes,-0.6352,-0.6352,,
2026-07-25T17:47:15,R03,soundscapes,r_0quiet106869_1635617-hq,quiet/r_0quiet106869_1635617-hq.wav,brutalism,red,no,-0.3087,-0.5302,,
2026-07-25T17:47:20,R03,soundscapes,r_0quiet157007_1815320-hq,quiet/r_0quiet157007_1815320-hq.wav,stairwell,red,yes,-0.1739,-0.2985,,
2026-07-25T17:47:34,R03,soundscapes,r_0mechanical237743_691206-hq,mechanical/r_0mechanical237743_691206-hq.wav,long_dark,red,maybe,-0.4059,-0.14,,
2026-07-25T17:47:43,R03,soundscapes,r_0indicator36181_341440-hq,indicator/r_0indicator36181_341440-hq.wav,long_dark,neutral,no,-0.0656,-0.4096,,
2026-07-25T17:47:50,R03,soundscapes,r_0quiet157007_1815320-hq,quiet/r_0quiet157007_1815320-hq.wav,nature,red,yes,0.2367,0.1099,,
2026-07-25T17:47:57,R03,soundscapes,r_0nature119124_1970026-hq,nature/r_0nature119124_1970026-hq.wav,long_bright,neutral,maybe,-0.1331,-0.0549,,
2026-07-25T17:48:03,R03,soundscapes,r_0mechanical237743_691206-hq,mechanical/r_0mechanical237743_691206-hq.wav,long_bright,red,maybe,-0.3769,-0.1531,,
2026-07-25T17:48:13,R03,soundscapes,r_0indicator36181_341440-hq,indicator/r_0indicator36181_341440-hq.wav,brutalism,red,maybe,-0.0651,-0.2803,,
2026-07-25T17:48:24,R03,soundscapes,r_0nature120105_957391-hq,nature/r_0nature120105_957391-hq.wav,long_bright,neutral,yes,-0.4179,-0.4671,,
2026-07-25T17:49:35,R03,soundscapes,r_0quiet127242_116752-hq,quiet/r_0quiet127242_116752-hq.wav,stairwell,red,yes,-0.0439,-0.3951,,
