timestamp,rater,test,item_id,response,response2,elapsed_s,note,params
2026-08-01T19:16:36,rater_22cd,reverb_clips,vtrans_013__dry,neutral,yes,16.17,,"{""clip_id"": ""vtrans_013"", ""reverb"": ""dry""}"
2026-08-01T19:16:55,rater_22cd,reverb_clips,vtrans_013__stairwell,positive,yes,18.86,,"{""clip_id"": ""vtrans_013"", ""reverb"": ""stairwell""}"
2026-08-01T19:17:13,rater_22cd,reverb_clips,vwander_020__long_bright,neutral,yes,18.61,,"{""clip_id"": ""vwander_020"", ""reverb"": ""long_bright""}"
2026-08-01T19:17:34,rater_22cd,reverb_clips,vtrans_013__long_dark,neutral,yes,20.83,,"{""clip_id"": ""vtrans_013"", ""reverb"": ""long_dark""}"
2026-08-01T19:17:48,rater_22cd,reverb_clips,vtrans_002__stairwell,neutral,yes,13.53,,"{""clip_id"": ""vtrans_002"", ""reverb"": ""stairwell""}"
2026-08-01T19:18:02,rater_22cd,reverb_clips,vtrans_019__stairwell,positive,yes,14.64,,"{""clip_id"": ""vtrans_019"", ""reverb"": ""stairwell""}"
2026-08-01T19:18:14,rater_22cd,reverb_clips,vtrans_002__nature,neutral,yes,12.13,,"{""clip_id"": ""vtrans_002"", ""reverb"": ""nature""}"
2026-08-01T19:19:11,rater_22cd,pairing,vtrans_002__L18__bells-church__r_1mechanical155859_179538-hq,neutral,maybe,50.89,the bed should be quieter - or change in loudness along with the drone,"{""bed_id"": ""r_1mechanical155859_179538-hq"", ""bed_type"": ""bells-church"", ""bed_va"": [-0.986809563, 0.924154988], ""drone"": ""vtrans_002"", ""drone_va"": [-0.9009, 0.1011], ""level_db"": -18.0, ""va_gap"": 0.086, ""reverb"": ""long_bright""}"
2026-08-01T19:19:55,rater_22cd,pairing,vtrans_002__L8__bells-church__r_1mechanical155859_179538-hq,neutral,maybe,44.32,the bed needs to be way quieter as there to much going on in both,"{""bed_id"": ""r_1mechanical155859_179538-hq"", ""bed_type"": ""bells-church"", ""bed_va"": [-0.986809563, 0.924154988], ""drone"": ""vtrans_002"", ""drone_va"": [-0.9009, 0.1011], ""level_db"": -8.0, ""va_gap"": 0.086, ""reverb"": ""long_bright""}"
2026-08-01T19:20:37,rater_22cd,pairing,vtrans_002__L18__street-crowd__r_0society121787_2168040-hq,neutral,maybe,42.06,again - the bed needs to be way quieter - and shoudl swell in and  out,"{""bed_id"": ""r_0society121787_2168040-hq"", ""bed_type"": ""street-crowd"", ""bed_va"": [-0.348722176, 0.104699093], ""drone"": ""vtrans_002"", ""drone_va"": [-0.9009, 0.1011], ""level_db"": -18.0, ""va_gap"": 0.552, ""reverb"": ""long_bright""}"
2026-08-01T19:20:57,rater_22cd,pairing,vtrans_002__L8__street-crowd__r_0society121787_2168040-hq,neutral,no,19.83,ben definitely needs to be quieter,"{""bed_id"": ""r_0society121787_2168040-hq"", ""bed_type"": ""street-crowd"", ""bed_va"": [-0.348722176, 0.104699093], ""drone"": ""vtrans_002"", ""drone_va"": [-0.9009, 0.1011], ""level_db"": -8.0, ""va_gap"": 0.552, ""reverb"": ""long_bright""}"
2026-08-01T19:21:40,rater_22cd,pairing,vtrans_002__L18__water-stream__r_0nature149743_1050391-hq,neutral,maybe,42.72,quieter bed please. or needs to be dynamic loudness,"{""bed_id"": ""r_0nature149743_1050391-hq"", ""bed_type"": ""water-stream"", ""bed_va"": [0.251442704, 0.083264633], ""drone"": ""vtrans_002"", ""drone_va"": [-0.9009, 0.1011], ""level_db"": -18.0, ""va_gap"": 1.152, ""reverb"": ""long_bright""}"
2026-08-01T19:22:55,rater_22cd,pairing,vtrans_002__L8__water-stream__r_0nature149743_1050391-hq,neutral,maybe,75.19,either one of the drone or beds needs to by way quieter and in the background. they are fighting in loudness right now,"{""bed_id"": ""r_0nature149743_1050391-hq"", ""bed_type"": ""water-stream"", ""bed_va"": [0.251442704, 0.083264633], ""drone"": ""vtrans_002"", ""drone_va"": [-0.9009, 0.1011], ""level_db"": -8.0, ""va_gap"": 1.152, ""reverb"": ""long_bright""}"
2026-08-01T19:24:10,rater_22cd,pairing,vtrans_002__L18__birds__r_0quiet324938_1648170-hq,neutral,yes,75.36,"because of the frequency of the bird sounds, the loudness is OK.  still. because it;s got so much going on, it should be quieter so that it is fully in the background","{""bed_id"": ""r_0quiet324938_1648170-hq"", ""bed_type"": ""birds"", ""bed_va"": [0.902720528, -0.335531739], ""drone"": ""vtrans_002"", ""drone_va"": [-0.9009, 0.1011], ""level_db"": -18.0, ""va_gap"": 1.804, ""reverb"": ""long_bright""}"
2026-08-01T19:24:41,rater_22cd,pairing,vtrans_002__L8__birds__r_0quiet324938_1648170-hq,neutral,maybe,31.19,way quieter bed please - or use a drone that does not have much going on,"{""bed_id"": ""r_0quiet324938_1648170-hq"", ""bed_type"": ""birds"", ""bed_va"": [0.902720528, -0.335531739], ""drone"": ""vtrans_002"", ""drone_va"": [-0.9009, 0.1011], ""level_db"": -8.0, ""va_gap"": 1.804, ""reverb"": ""long_bright""}"
2026-08-01T19:25:07,rater_22cd,pairing,vtrans_004__L18__bells-church__r_1mechanical155859_179538-hq,neutral,maybe,25.29,quieter bed please,"{""bed_id"": ""r_1mechanical155859_179538-hq"", ""bed_type"": ""bells-church"", ""bed_va"": [-0.986809563, 0.924154988], ""drone"": ""vtrans_004"", ""drone_va"": [-0.8882, 1.0], ""level_db"": -18.0, ""va_gap"": 0.099, ""reverb"": ""long_bright""}"
2026-08-01T19:25:29,rater_22cd,pairing,vtrans_004__L8__bells-church__r_1mechanical155859_179538-hq,negative,yes,22.77,bed needs to be a bit quiieter,"{""bed_id"": ""r_1mechanical155859_179538-hq"", ""bed_type"": ""bells-church"", ""bed_va"": [-0.986809563, 0.924154988], ""drone"": ""vtrans_004"", ""drone_va"": [-0.8882, 1.0], ""level_db"": -8.0, ""va_gap"": 0.099, ""reverb"": ""long_bright""}"
2026-08-01T19:26:04,rater_22cd,pairing,vtrans_004__L18__street-crowd__r_0society121787_2168040-hq,neutral,maybe,34.72,the bed does not really go with this drone,"{""bed_id"": ""r_0society121787_2168040-hq"", ""bed_type"": ""street-crowd"", ""bed_va"": [-0.348722176, 0.104699093], ""drone"": ""vtrans_004"", ""drone_va"": [-0.8882, 1.0], ""level_db"": -18.0, ""va_gap"": 0.539, ""reverb"": ""long_bright""}"
2026-08-01T19:26:27,rater_22cd,pairing,vtrans_004__L8__street-crowd__r_0society121787_2168040-hq,negative,no,22.95,bed too loud,"{""bed_id"": ""r_0society121787_2168040-hq"", ""bed_type"": ""street-crowd"", ""bed_va"": [-0.348722176, 0.104699093], ""drone"": ""vtrans_004"", ""drone_va"": [-0.8882, 1.0], ""level_db"": -8.0, ""va_gap"": 0.539, ""reverb"": ""long_bright""}"
2026-08-01T19:27:08,rater_22cd,pairing,vtrans_004__L18__water-stream__r_0nature149743_1050391-hq,neutral,yes,40.79,,"{""bed_id"": ""r_0nature149743_1050391-hq"", ""bed_type"": ""water-stream"", ""bed_va"": [0.251442704, 0.083264633], ""drone"": ""vtrans_004"", ""drone_va"": [-0.8882, 1.0], ""level_db"": -18.0, ""va_gap"": 1.14, ""reverb"": ""long_bright""}"
2026-08-01T19:27:20,rater_22cd,pairing,vtrans_004__L8__water-stream__r_0nature149743_1050391-hq,neutral,maybe,11.64,,"{""bed_id"": ""r_0nature149743_1050391-hq"", ""bed_type"": ""water-stream"", ""bed_va"": [0.251442704, 0.083264633], ""drone"": ""vtrans_004"", ""drone_va"": [-0.8882, 1.0], ""level_db"": -8.0, ""va_gap"": 1.14, ""reverb"": ""long_bright""}"
2026-08-01T19:27:29,rater_22cd,pairing,vtrans_004__L18__birds__r_0quiet324938_1648170-hq,positive,yes,9.41,,"{""bed_id"": ""r_0quiet324938_1648170-hq"", ""bed_type"": ""birds"", ""bed_va"": [0.902720528, -0.335531739], ""drone"": ""vtrans_004"", ""drone_va"": [-0.8882, 1.0], ""level_db"": -18.0, ""va_gap"": 1.791, ""reverb"": ""long_bright""}"
2026-08-01T19:27:54,rater_22cd,pairing,vtrans_004__L8__birds__r_0quiet324938_1648170-hq,positive,yes,25.01,bed too loud,"{""bed_id"": ""r_0quiet324938_1648170-hq"", ""bed_type"": ""birds"", ""bed_va"": [0.902720528, -0.335531739], ""drone"": ""vtrans_004"", ""drone_va"": [-0.8882, 1.0], ""level_db"": -8.0, ""va_gap"": 1.791, ""reverb"": ""long_bright""}"
2026-08-01T19:28:17,rater_22cd,pairing,vtrans_000__L18__bells-church__r_1mechanical155859_179538-hq,negative,yes,22.58,this is a good dark intense combo,"{""bed_id"": ""r_1mechanical155859_179538-hq"", ""bed_type"": ""bells-church"", ""bed_va"": [-0.986809563, 0.924154988], ""drone"": ""vtrans_000"", ""drone_va"": [-0.6371, -0.3126], ""level_db"": -18.0, ""va_gap"": 0.35, ""reverb"": ""long_bright""}"
2026-08-01T19:28:50,rater_22cd,pairing,vtrans_000__L8__bells-church__r_1mechanical155859_179538-hq,negative,maybe,33.05,the bed in this is too loud and just to much going on in gereral,"{""bed_id"": ""r_1mechanical155859_179538-hq"", ""bed_type"": ""bells-church"", ""bed_va"": [-0.986809563, 0.924154988], ""drone"": ""vtrans_000"", ""drone_va"": [-0.6371, -0.3126], ""level_db"": -8.0, ""va_gap"": 0.35, ""reverb"": ""long_bright""}"
2026-08-01T19:29:16,rater_22cd,pairing,vtrans_000__L18__street-crowd__r_0society121787_2168040-hq,neutral,yes,26.15,teh bed is not nicely in the background as texture,"{""bed_id"": ""r_0society121787_2168040-hq"", ""bed_type"": ""street-crowd"", ""bed_va"": [-0.348722176, 0.104699093], ""drone"": ""vtrans_000"", ""drone_va"": [-0.6371, -0.3126], ""level_db"": -18.0, ""va_gap"": 0.288, ""reverb"": ""long_bright""}"
2026-08-01T19:29:33,rater_22cd,pairing,vtrans_000__L8__street-crowd__r_0society121787_2168040-hq,negative,maybe,17.65,bed too loud here,"{""bed_id"": ""r_0society121787_2168040-hq"", ""bed_type"": ""street-crowd"", ""bed_va"": [-0.348722176, 0.104699093], ""drone"": ""vtrans_000"", ""drone_va"": [-0.6371, -0.3126], ""level_db"": -8.0, ""va_gap"": 0.288, ""reverb"": ""long_bright""}"
2026-08-01T19:30:06,rater_22cd,pairing,vtrans_000__L18__water-stream__r_0nature149743_1050391-hq,neutral,yes,32.43,"ben and drone fighting for attention again. I mean, the bed itself is good but...","{""bed_id"": ""r_0nature149743_1050391-hq"", ""bed_type"": ""water-stream"", ""bed_va"": [0.251442704, 0.083264633], ""drone"": ""vtrans_000"", ""drone_va"": [-0.6371, -0.3126], ""level_db"": -18.0, ""va_gap"": 0.889, ""reverb"": ""long_bright""}"
2026-08-01T19:30:30,rater_22cd,pairing,vtrans_000__L8__water-stream__r_0nature149743_1050391-hq,negative,no,24.31,bed too loud. drone too loud. bad combo,"{""bed_id"": ""r_0nature149743_1050391-hq"", ""bed_type"": ""water-stream"", ""bed_va"": [0.251442704, 0.083264633], ""drone"": ""vtrans_000"", ""drone_va"": [-0.6371, -0.3126], ""level_db"": -8.0, ""va_gap"": 0.889, ""reverb"": ""long_bright""}"
2026-08-01T19:30:53,rater_22cd,pairing,vtrans_000__L18__birds__r_0quiet324938_1648170-hq,neutral,maybe,22.3,bed should be quieter give how loud the drone is,"{""bed_id"": ""r_0quiet324938_1648170-hq"", ""bed_type"": ""birds"", ""bed_va"": [0.902720528, -0.335531739], ""drone"": ""vtrans_000"", ""drone_va"": [-0.6371, -0.3126], ""level_db"": -18.0, ""va_gap"": 1.54, ""reverb"": ""long_bright""}"
2026-08-01T19:31:18,rater_22cd,pairing,vtrans_000__L8__birds__r_0quiet324938_1648170-hq,neutral,maybe,25.45,bed too loud,"{""bed_id"": ""r_0quiet324938_1648170-hq"", ""bed_type"": ""birds"", ""bed_va"": [0.902720528, -0.335531739], ""drone"": ""vtrans_000"", ""drone_va"": [-0.6371, -0.3126], ""level_db"": -8.0, ""va_gap"": 1.54, ""reverb"": ""long_bright""}"
2026-08-01T19:31:42,rater_22cd,pairing,vtrans_008__L18__bells-church__r_1mechanical155859_179538-hq,neutral,yes,24.39,bed can be quieter,"{""bed_id"": ""r_1mechanical155859_179538-hq"", ""bed_type"": ""bells-church"", ""bed_va"": [-0.986809563, 0.924154988], ""drone"": ""vtrans_008"", ""drone_va"": [-0.9009, 0.1011], ""level_db"": -18.0, ""va_gap"": 0.086, ""reverb"": ""long_bright""}"
2026-08-01T19:31:57,rater_22cd,pairing,vtrans_008__L8__bells-church__r_1mechanical155859_179538-hq,negative,maybe,14.47,bed too loud,"{""bed_id"": ""r_1mechanical155859_179538-hq"", ""bed_type"": ""bells-church"", ""bed_va"": [-0.986809563, 0.924154988], ""drone"": ""vtrans_008"", ""drone_va"": [-0.9009, 0.1011], ""level_db"": -8.0, ""va_gap"": 0.086, ""reverb"": ""long_bright""}"
2026-08-01T19:32:21,rater_22cd,pairing,vtrans_008__L18__street-crowd__r_0society121787_2168040-hq,neutral,yes,24.3,bed can be a bit louder,"{""bed_id"": ""r_0society121787_2168040-hq"", ""bed_type"": ""street-crowd"", ""bed_va"": [-0.348722176, 0.104699093], ""drone"": ""vtrans_008"", ""drone_va"": [-0.9009, 0.1011], ""level_db"": -18.0, ""va_gap"": 0.552, ""reverb"": ""long_bright""}"
2026-08-01T19:32:35,rater_22cd,pairing,vtrans_008__L8__street-crowd__r_0society121787_2168040-hq,neutral,maybe,13.86,bed needs to be quieter,"{""bed_id"": ""r_0society121787_2168040-hq"", ""bed_type"": ""street-crowd"", ""bed_va"": [-0.348722176, 0.104699093], ""drone"": ""vtrans_008"", ""drone_va"": [-0.9009, 0.1011], ""level_db"": -8.0, ""va_gap"": 0.552, ""reverb"": ""long_bright""}"
2026-08-01T19:32:53,rater_22cd,pairing,vtrans_008__L18__water-stream__r_0nature149743_1050391-hq,neutral,yes,18.11,bed can be quieter,"{""bed_id"": ""r_0nature149743_1050391-hq"", ""bed_type"": ""water-stream"", ""bed_va"": [0.251442704, 0.083264633], ""drone"": ""vtrans_008"", ""drone_va"": [-0.9009, 0.1011], ""level_db"": -18.0, ""va_gap"": 1.152, ""reverb"": ""long_bright""}"
2026-08-01T19:33:04,rater_22cd,pairing,vtrans_008__L8__water-stream__r_0nature149743_1050391-hq,neutral,maybe,11.06,bed quieter please,"{""bed_id"": ""r_0nature149743_1050391-hq"", ""bed_type"": ""water-stream"", ""bed_va"": [0.251442704, 0.083264633], ""drone"": ""vtrans_008"", ""drone_va"": [-0.9009, 0.1011], ""level_db"": -8.0, ""va_gap"": 1.152, ""reverb"": ""long_bright""}"
2026-08-01T19:33:25,rater_22cd,pairing,vtrans_008__L18__birds__r_0quiet324938_1648170-hq,neutral,yes,20.81,right loudness for this bed and drone combo,"{""bed_id"": ""r_0quiet324938_1648170-hq"", ""bed_type"": ""birds"", ""bed_va"": [0.902720528, -0.335531739], ""drone"": ""vtrans_008"", ""drone_va"": [-0.9009, 0.1011], ""level_db"": -18.0, ""va_gap"": 1.804, ""reverb"": ""long_bright""}"
2026-08-01T19:33:35,rater_22cd,pairing,vtrans_008__L8__birds__r_0quiet324938_1648170-hq,neutral,maybe,10.14,bed too loud,"{""bed_id"": ""r_0quiet324938_1648170-hq"", ""bed_type"": ""birds"", ""bed_va"": [0.902720528, -0.335531739], ""drone"": ""vtrans_008"", ""drone_va"": [-0.9009, 0.1011], ""level_db"": -8.0, ""va_gap"": 1.804, ""reverb"": ""long_bright""}"
2026-08-01T19:34:32,rater_22cd,bed_level,vtrans_002__bells-church,works,-24,54.05,,"{""bed_id"": ""r_1mechanical155859_179538-hq"", ""bed_type"": ""bells-church"", ""bed_va"": [-0.986809563, 0.924154988], ""drone"": ""vtrans_002"", ""drone_va"": [-0.9009, 0.1011], ""reverb"": ""long_bright""}"
2026-08-01T19:34:57,rater_22cd,bed_level,vtrans_002__street-crowd,works,-24,24.91,,"{""bed_id"": ""r_0society121787_2168040-hq"", ""bed_type"": ""street-crowd"", ""bed_va"": [-0.348722176, 0.104699093], ""drone"": ""vtrans_002"", ""drone_va"": [-0.9009, 0.1011], ""reverb"": ""long_bright""}"
2026-08-01T19:35:11,rater_22cd,bed_level,vtrans_002__water-stream,works,-24,13.74,,"{""bed_id"": ""r_0nature149743_1050391-hq"", ""bed_type"": ""water-stream"", ""bed_va"": [0.251442704, 0.083264633], ""drone"": ""vtrans_002"", ""drone_va"": [-0.9009, 0.1011], ""reverb"": ""long_bright""}"
2026-08-01T19:36:00,rater_22cd,bed_level,vtrans_002__birds,works,-24,49.0,,"{""bed_id"": ""r_0quiet324938_1648170-hq"", ""bed_type"": ""birds"", ""bed_va"": [0.902720528, -0.335531739], ""drone"": ""vtrans_002"", ""drone_va"": [-0.9009, 0.1011], ""reverb"": ""long_bright""}"
2026-08-01T19:36:30,rater_22cd,bed_level,vtrans_004__bells-church,works,-18,29.86,,"{""bed_id"": ""r_1mechanical155859_179538-hq"", ""bed_type"": ""bells-church"", ""bed_va"": [-0.986809563, 0.924154988], ""drone"": ""vtrans_004"", ""drone_va"": [-0.8882, 1.0], ""reverb"": ""long_bright""}"
2026-08-01T19:36:59,rater_22cd,bed_level,vtrans_004__street-crowd,works,-18,28.95,,"{""bed_id"": ""r_0society121787_2168040-hq"", ""bed_type"": ""street-crowd"", ""bed_va"": [-0.348722176, 0.104699093], ""drone"": ""vtrans_004"", ""drone_va"": [-0.8882, 1.0], ""reverb"": ""long_bright""}"
2026-08-01T19:37:25,rater_22cd,bed_level,vtrans_004__water-stream,works,-18,26.02,,"{""bed_id"": ""r_0nature149743_1050391-hq"", ""bed_type"": ""water-stream"", ""bed_va"": [0.251442704, 0.083264633], ""drone"": ""vtrans_004"", ""drone_va"": [-0.8882, 1.0], ""reverb"": ""long_bright""}"
2026-08-01T19:38:03,rater_22cd,bed_level,vtrans_004__birds,works,-18,38.43,,"{""bed_id"": ""r_0quiet324938_1648170-hq"", ""bed_type"": ""birds"", ""bed_va"": [0.902720528, -0.335531739], ""drone"": ""vtrans_004"", ""drone_va"": [-0.8882, 1.0], ""reverb"": ""long_bright""}"
2026-08-01T19:38:30,rater_22cd,bed_level,vtrans_000__bells-church,works,-24,26.72,,"{""bed_id"": ""r_1mechanical155859_179538-hq"", ""bed_type"": ""bells-church"", ""bed_va"": [-0.986809563, 0.924154988], ""drone"": ""vtrans_000"", ""drone_va"": [-0.6371, -0.3126], ""reverb"": ""long_bright""}"
2026-08-01T19:38:49,rater_22cd,bed_level,vtrans_000__street-crowd,works,-18,19.26,,"{""bed_id"": ""r_0society121787_2168040-hq"", ""bed_type"": ""street-crowd"", ""bed_va"": [-0.348722176, 0.104699093], ""drone"": ""vtrans_000"", ""drone_va"": [-0.6371, -0.3126], ""reverb"": ""long_bright""}"
2026-08-01T19:39:17,rater_22cd,bed_level,vtrans_000__water-stream,works,-18,27.52,,"{""bed_id"": ""r_0nature149743_1050391-hq"", ""bed_type"": ""water-stream"", ""bed_va"": [0.251442704, 0.083264633], ""drone"": ""vtrans_000"", ""drone_va"": [-0.6371, -0.3126], ""reverb"": ""long_bright""}"
2026-08-01T19:39:40,rater_22cd,bed_level,vtrans_000__birds,works,-30,23.38,,"{""bed_id"": ""r_0quiet324938_1648170-hq"", ""bed_type"": ""birds"", ""bed_va"": [0.902720528, -0.335531739], ""drone"": ""vtrans_000"", ""drone_va"": [-0.6371, -0.3126], ""reverb"": ""long_bright""}"
2026-08-01T19:39:58,rater_22cd,bed_level,vtrans_008__bells-church,works,-24,18.49,,"{""bed_id"": ""r_1mechanical155859_179538-hq"", ""bed_type"": ""bells-church"", ""bed_va"": [-0.986809563, 0.924154988], ""drone"": ""vtrans_008"", ""drone_va"": [-0.9009, 0.1011], ""reverb"": ""long_bright""}"
2026-08-01T19:40:18,rater_22cd,bed_level,vtrans_008__street-crowd,works,-24,19.81,,"{""bed_id"": ""r_0society121787_2168040-hq"", ""bed_type"": ""street-crowd"", ""bed_va"": [-0.348722176, 0.104699093], ""drone"": ""vtrans_008"", ""drone_va"": [-0.9009, 0.1011], ""reverb"": ""long_bright""}"
2026-08-01T19:40:30,rater_22cd,bed_level,vtrans_008__water-stream,works,-30,11.39,,"{""bed_id"": ""r_0nature149743_1050391-hq"", ""bed_type"": ""water-stream"", ""bed_va"": [0.251442704, 0.083264633], ""drone"": ""vtrans_008"", ""drone_va"": [-0.9009, 0.1011], ""reverb"": ""long_bright""}"
2026-08-01T19:40:42,rater_22cd,bed_level,vtrans_008__birds,works,-30,12.19,,"{""bed_id"": ""r_0quiet324938_1648170-hq"", ""bed_type"": ""birds"", ""bed_va"": [0.902720528, -0.335531739], ""drone"": ""vtrans_008"", ""drone_va"": [-0.9009, 0.1011], ""reverb"": ""long_bright""}"
2026-08-01T19:41:11,rater_22cd,transitions,vtrans_019__vtrans_013,same,,24.37,,"{""pair_kind"": ""trans"", ""bloom"": ""long_bright"", ""a_is_reverb"": false, ""clip_a"": ""vtrans_019"", ""clip_b"": ""vtrans_013""}"
2026-08-01T19:43:52,rater_22cd,transitions,vtrans_028__vtrans_002,same,,161.15,,"{""pair_kind"": ""trans"", ""bloom"": ""long_bright"", ""a_is_reverb"": true, ""clip_a"": ""vtrans_028"", ""clip_b"": ""vtrans_002""}"
2026-08-01T19:44:16,rater_22cd,transitions,vwander_034__vwander_059,A,,23.26,,"{""pair_kind"": ""wander"", ""bloom"": ""long_bright"", ""a_is_reverb"": true, ""clip_a"": ""vwander_034"", ""clip_b"": ""vwander_059""}"
2026-08-01T19:44:55,rater_22cd,transitions,vwander_049__vwander_059,B,,39.24,,"{""pair_kind"": ""wander"", ""bloom"": ""long_bright"", ""a_is_reverb"": false, ""clip_a"": ""vwander_049"", ""clip_b"": ""vwander_059""}"
2026-08-01T19:45:18,rater_22cd,transitions,vwander_049__vwander_020,B,,22.93,,"{""pair_kind"": ""wander"", ""bloom"": ""long_bright"", ""a_is_reverb"": false, ""clip_a"": ""vwander_049"", ""clip_b"": ""vwander_020""}"
2026-08-01T19:45:41,rater_22cd,transitions,vtrans_028__vtrans_019,same,,22.93,,"{""pair_kind"": ""trans"", ""bloom"": ""long_bright"", ""a_is_reverb"": true, ""clip_a"": ""vtrans_028"", ""clip_b"": ""vtrans_019""}"
2026-08-01T19:46:56,rater_22cd,transitions,vwander_020__vwander_059,A,,75.51,"these tests are difficult coz you abruptly ends the clips at 7s for non-reverb ones, whereas uin contiuous settingsm the clips wil continue","{""pair_kind"": ""wander"", ""bloom"": ""long_bright"", ""a_is_reverb"": true, ""clip_a"": ""vwander_020"", ""clip_b"": ""vwander_059""}"
