timestamp,rater,test,item_id,response,response2,elapsed_s,note,params
2026-07-26T18:09:17,rater_4f04,modulation,vwander_049__chorus_strong,positive,yes,60.91,,"{""clip_id"": ""vwander_049"", ""effect"": ""chorus"", ""strength"": ""strong"", ""rate_hz"": 0.6, ""depth_ms"": 10.0, ""voices"": 3, ""mix"": 0.55}"
2026-07-26T18:09:54,rater_4f04,modulation,vtrans_028__phaser_strong,neutral,yes,23.9,,"{""clip_id"": ""vtrans_028"", ""effect"": ""phaser"", ""strength"": ""strong"", ""rate_hz"": 0.3, ""stages"": 8, ""feedback"": 0.45, ""mix"": 0.55}"
2026-07-26T18:10:18,rater_4f04,modulation,vwander_049__flange_strong,positive,yes,23.65,this now hits the notes,"{""clip_id"": ""vwander_049"", ""effect"": ""flange"", ""strength"": ""strong"", ""rate_hz"": 0.3, ""depth_ms"": 5.0, ""feedback"": 0.55, ""mix"": 0.55}"
2026-07-26T18:11:57,rater_4f04,modulation,vwander_049__phaser_mild,neutral,yes,99.61,,"{""clip_id"": ""vwander_049"", ""effect"": ""phaser"", ""strength"": ""mild"", ""rate_hz"": 0.15, ""stages"": 4, ""feedback"": 0.25, ""mix"": 0.35}"
2026-07-26T18:13:14,rater_4f04,modulation,vwander_049__flange_mild,neutral,yes,76.46,,"{""clip_id"": ""vwander_049"", ""effect"": ""flange"", ""strength"": ""mild"", ""rate_hz"": 0.15, ""depth_ms"": 2.0, ""feedback"": 0.3, ""mix"": 0.35}"
2026-07-26T18:13:37,rater_4f04,modulation,vtrans_028__flange_mild,positive,yes,23.09,very cool,"{""clip_id"": ""vtrans_028"", ""effect"": ""flange"", ""strength"": ""mild"", ""rate_hz"": 0.15, ""depth_ms"": 2.0, ""feedback"": 0.3, ""mix"": 0.35}"
2026-07-26T18:17:27,rater_4f04,melody,v0__none,neutral,yes,108.13,cannot hear melody,"{""style"": ""none"", ""level_db"": null, ""valence"": -0.7, ""arousal"": -0.5, ""has_melody"": false}"
2026-07-26T18:18:03,rater_4f04,melody,v0__kbd__L14,negative,no,36.45,the drone sounds like shit in generat,"{""style"": ""kbd"", ""level_db"": -14.0, ""valence"": -0.7, ""arousal"": -0.5, ""has_melody"": true}"
2026-07-26T18:18:34,rater_4f04,melody,v0__folk__L8,neutral,no,31.26,cannot hear melody and the drone is too loud,"{""style"": ""folk"", ""level_db"": -8.0, ""valence"": -0.7, ""arousal"": -0.5, ""has_melody"": true}"
2026-07-26T18:19:10,rater_4f04,melody,v1__none,neutral,yes,35.61,i think i am imagining the melody,"{""style"": ""none"", ""level_db"": null, ""valence"": 0.5, ""arousal"": 0.4, ""has_melody"": false}"
2026-07-26T18:19:31,rater_4f04,melody,v1__kbd__L8,negative,no,21.35,sounds like car horns at a tyraffic jam,"{""style"": ""kbd"", ""level_db"": -8.0, ""valence"": 0.5, ""arousal"": 0.4, ""has_melody"": true}"
2026-07-26T18:19:50,rater_4f04,melody,v1__folk__L14,negative,no,18.74,sounds like car horns at a traffic jam,"{""style"": ""folk"", ""level_db"": -14.0, ""valence"": 0.5, ""arousal"": 0.4, ""has_melody"": true}"
2026-07-26T18:20:02,rater_4f04,melody,v1__folk__L8,negative,no,11.79,sounds like car horns at a traffic jam,"{""style"": ""folk"", ""level_db"": -8.0, ""valence"": 0.5, ""arousal"": 0.4, ""has_melody"": true}"
2026-07-26T18:20:17,rater_4f04,melody,v0__kbd__L8,negative,no,15.08,sounds like car horns at a traffic jam,"{""style"": ""kbd"", ""level_db"": -8.0, ""valence"": -0.7, ""arousal"": -0.5, ""has_melody"": true}"
2026-07-26T18:20:49,rater_4f04,melody,v1__boc__L8,negative,no,32.01,"I can hear melody now, sounds like car horns at a traffic jam and farting","{""style"": ""boc"", ""level_db"": -8.0, ""valence"": 0.5, ""arousal"": 0.4, ""has_melody"": true}"
2026-07-26T18:21:06,rater_4f04,melody,v1__kbd__L14,negative,no,16.45,sounds like car horns at a traffic jam,"{""style"": ""kbd"", ""level_db"": -14.0, ""valence"": 0.5, ""arousal"": 0.4, ""has_melody"": true}"
2026-07-26T18:21:17,rater_4f04,melody,v1__boc__L14,negative,no,11.09,sounds like car horns at a traffic jam,"{""style"": ""boc"", ""level_db"": -14.0, ""valence"": 0.5, ""arousal"": 0.4, ""has_melody"": true}"
2026-07-26T18:21:36,rater_4f04,melody,v0__boc__L14,negative,maybe,18.99,sounds better but still like car horns at a traffic jam,"{""style"": ""boc"", ""level_db"": -14.0, ""valence"": -0.7, ""arousal"": -0.5, ""has_melody"": true}"
2026-07-26T18:25:01,rater_4f04,bed_level,vtrans_002__bells-church,works,-24,73.53,,"{""bed_id"": ""r_1mechanical155859_179538-hq"", ""bed_type"": ""bells-church"", ""bed_va"": [-0.986809563, 0.924154988], ""drone"": ""vtrans_002"", ""drone_va"": [-0.9009, 0.1011], ""reverb"": ""long_bright""}"
2026-07-26T18:26:49,rater_4f04,bed_level,vtrans_002__street-crowd,works,-24,45.17,,"{""bed_id"": ""r_0society121787_2168040-hq"", ""bed_type"": ""street-crowd"", ""bed_va"": [-0.348722176, 0.104699093], ""drone"": ""vtrans_002"", ""drone_va"": [-0.9009, 0.1011], ""reverb"": ""long_bright""}"
2026-07-26T18:27:12,rater_4f04,bed_level,vtrans_002__water-stream,marginal,-24,22.78,,"{""bed_id"": ""r_0nature149743_1050391-hq"", ""bed_type"": ""water-stream"", ""bed_va"": [0.251442704, 0.083264633], ""drone"": ""vtrans_002"", ""drone_va"": [-0.9009, 0.1011], ""reverb"": ""long_bright""}"
2026-07-26T18:27:31,rater_4f04,bed_level,vtrans_002__birds,marginal,-24,19.25,,"{""bed_id"": ""r_0quiet324938_1648170-hq"", ""bed_type"": ""birds"", ""bed_va"": [0.902720528, -0.335531739], ""drone"": ""vtrans_002"", ""drone_va"": [-0.9009, 0.1011], ""reverb"": ""long_bright""}"
2026-07-26T18:27:52,rater_4f04,bed_level,vtrans_004__bells-church,works,-30,21.4,,"{""bed_id"": ""r_1mechanical155859_179538-hq"", ""bed_type"": ""bells-church"", ""bed_va"": [-0.986809563, 0.924154988], ""drone"": ""vtrans_004"", ""drone_va"": [-0.8882, 1.0], ""reverb"": ""long_bright""}"
2026-07-26T18:28:45,rater_4f04,bed_level,vtrans_004__street-crowd,works,-12,52.12,,"{""bed_id"": ""r_0society121787_2168040-hq"", ""bed_type"": ""street-crowd"", ""bed_va"": [-0.348722176, 0.104699093], ""drone"": ""vtrans_004"", ""drone_va"": [-0.8882, 1.0], ""reverb"": ""long_bright""}"
